Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Burundi;BDI;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;2.67857156523324;2.58620699847121;3.27868843244904;4.51127823425373;5.36912735204978;6.94510704275747;7.0991406703324;7.26555990000641;7.79975046787274;8.28576578741813;9.77160049154625;10.5845767208921;12.9235855784102;11.5827896415946;12.5827985067765;11.5459675984158;8.70704009763262;11.150975482059;13.7945349897943;12.8489010247825;9.21771444173027;9.06962398325043;10.6590645904156;8.31528542192374;7.81917814015283;7.83191993717172;9.83957842872865;9.69214042516666;10.7064831144218;10.1842788681871;10.8160802153932;10.768393283561;19.2375890021016;20.4914437774664;17.4139248520428;19.0502875515238;19.9923983276321;16.7736289381564;17.1414292853573;18.1598594642073;14.8566983263618;15.5330738165848;14.7329868449071;17.46133527299;19.2272662954525;14.099999668941;15.2;19.0000006815559;20.200001151146;19.7000012320278;21.9000002798828;22.900000496536;23.2998242944295;24.700169522601;25.9000061887709;22.4223834424569;23.4731936302723;25.086288811734;26.2102674584933;27.2447699991553;31.344300000757;30.7724699997721;30.9754527025244;30.6534629756413;
Belgium;BEL;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;;;;;;;;;;;16.7887275608696;17.7720899474146;18.2877143675456;18.5683127538028;18.9309264818353;21.1481975967957;21.3052544709293;21.836019047853;22.6314880643124;22.9659052795549;22.8707603348627;24.1030980623394;23.7618826871375;23.4186755594308;23.3482159754814;22.8336885831274;22.687508927644;22.5216395173423;21.1432035444767;20.4558333384452;20.2172850732894;20.8629258399334;20.9609310665367;21.2946426523691;21.1019338255165;21.2989651245599;21.7183862211024;21.1513979156766;21.0949180608347;21.2820398534755;21.0401971476314;21.3136063380204;22.1388815392458;22.4843723439742;22.1972126513166;22.093997631255;21.9387885339603;21.6158948183584;22.6661446948071;24.1041091935264;23.7260022508386;23.8730556199494;24.1930798182891;24.205791803329;24.1169029008666;23.681203644432;23.3498908084191;23.1178023270709;23.1696191313969;23.0038112825895;24.3008045914304;23.8396339313803;23.4860801776799;23.7766450906713;
Benin;BEN;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;10.154439717883;10.1673019035612;10.8489920771159;10.6261734579732;9.13581731876019;8.8482979280316;8.22738368372008;9.21188945447672;8.99412488758258;8.92540812571392;9.73846488382712;10.0472007324133;10.1436000883903;9.96264266073984;8.61371534699504;9.25121675574385;8.59274336743383;8.30837051951837;8.31587542724965;8.02498182225647;8.64261205374082;9.15807413211855;10.4896780742547;14.4226166792559;13.6294383114451;15.3682469537862;15.2582730266091;15.5464031572569;13.1901490234151;11.0843237643575;17.5694732161861;16.1816148887447;15.7527458695796;15.2546525626767;15.6329615151681;14.4476469440652;13.5120955507393;13.2129732588972;13.1155135588307;8.14593689055722;8.08059450959748;8.08339019705914;7.78633266097782;8.82881759988085;8.80946780461131;8.9910736442313;9.6667347066507;9.56848525645387;10.2335884526485;11.2886208595087;11.2118694926743;11.0235419657792;11.1283007356691;11.0422342334299;10.1801970840633;11.4113801450627;10.2808187596981;10.4789842865023;10.4105053943384;10.3420632400446;11.3993621464496;10.075964534303;10.0575798056106;9.5040595229118;9.01434833677519
Burkina Faso;BFA;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;7.42652061799036;7.65368707769187;7.54839971644615;7.38639910682372;6.98224993873381;5.05104759671214;4.59710973929227;4.31956607499053;6.0585138769122;5.91215080696169;6.94499680740708;7.1359711958396;7.26553990634849;8.08218713174988;8.26565505828738;12.8924457015457;10.1323687257735;10.032371953129;10.0480543566992;10.7946973694178;9.22918835244672;9.25421566231758;13.7860096604093;14.3770613922595;13.0435475018617;17.3024484427189;18.9923328409924;19.9395756897688;20.0199480353779;20.1382242743815;21.0569952699417;21.6910996512529;21.7335283551021;21.3402148170525;26.0649175414308;25.1986855456088;24.389594090162;23.7332628818686;22.2973561174748;12.0583639805153;14.1091885003293;14.625601156611;14.5898515999372;13.5868608275023;14.2360467040752;13.7928275192666;15.1021200173216;16.6901098153908;14.6700928446474;15.2196246158513;14.457528015174;14.2866253805326;14.2545817669135;14.6555862871714;15.474778613438;15.9440802560458;16.5070965979117;17.7393231525305;18.419409475168;20.4999424066528;19.7841401519952;20.2479804523801;19.8707731771458;19.9750711747148;18.7607426650126
Bangladesh;BGD;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;6.19158078945777;6.35294149088275;6.31308914411734;6.9415589919198;8.3605179907656;9.0581969154006;12.9510654302968;11.2048757860753;11.9774314526507;13.2543821183939;13.3772410923478;;;3.93877814067019;4.64272057478671;3.16378396543982;4.06794100708768;5.08923904100949;4.87557087798912;6.28376859918816;6.14104064791632;4.39132011605416;4.43233517127319;4.3091271083747;4.34462740554859;4.03063329644585;4.20118152968138;4.14317368059806;4.16537536251982;4.15394423380197;4.05325016763114;4.13633163394744;4.45122187024089;4.95383869591304;4.88315945317799;4.62988612520877;4.72749921814699;4.90298208959861;5.12567978040796;5.03961520253427;4.97312138319291;4.84565983723317;5.02264856478482;5.12829861719188;5.17438311061483;5.18022516467283;5.44007855680545;5.35945621469055;5.17827687820651;5.09374516609514;5.07532583559895;5.0974466876342;5.03934251857421;5.11613164192944;5.33752075651661;5.40424038147983;5.86529831496558;6.02233215987973;5.95916693091491;6.2381894055709;5.97120729189186;5.88274868783073;5.69899955596024;5.66516962733289;5.90807456126884
Bulgaria;BGR;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;;;;;;;;;;;;;;;;;;;;;13.6985770229925;14.7350636278668;15.0105125288664;15.4960992265534;15.1302931081845;16.5753958392774;16.9478674637896;16.8729281465483;16.3238588502833;16.5346949913086;18.1865848876199;19.033161385409;20.3361553784861;18.8558046169287;17.1893074581431;15.3481641512703;13.8490054815903;12.1431675540765;18.3452571005378;19.6065030074748;19.7851119720333;19.368455899514;19.178153843914;20.1105898204731;19.3619098932735;18.1535666491695;18.1469405300315;16.6883257645924;17.1498257945905;16.7393574315573;16.5024385412597;15.849987567536;15.790962526113;17.0826070059115;16.833076863621;16.089141458635;15.5888636114576;15.5845769435159;16.4413955723422;16.7729754809183;19.3076450675755;18.8851860438699;18.2789290615071;18.4205974000082;19.681179888458
Bahrain;BHR;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;;;;;;;;;;;;;;;;;;;;;11.4593709283328;12.7208169243338;14.9678093361773;15.9372932973764;18.0983195579904;20.034669226503;23.9386747416532;21.4383789278959;21.4290545073644;21.5945744582074;21.2953484569812;20.5716423659497;20.9822633412881;19.5881020204126;18.4849398783632;18.3338105055733;17.7977911036114;17.133927523155;18.2617851870899;18.3063975171692;16.2088242630552;17.2604850298514;17.6690249392874;17.3159819698232;15.43849075531;14.0567332418424;12.7112200856881;12.0997787155712;11.2930187332554;13.9782278252058;12.3894325358045;13.3095861279241;14.8557525893975;14.9618991678442;15.4830749544723;16.8844595527265;16.2780349588925;15.8528821640076;15.5591909844562;14.9942124539716;16.5555429863148;15.2083548234166;13.6922335799518;14.6137011761089;
Bahamas, The;BHS;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;;;;;;;;;;;;;;;;;;15.3295932678822;15.4252763094666;12.6162473577604;12.506552834569;13.8310550297932;13.2357599949313;13.7349953831948;12.9342021459017;12.4574487205347;12.1375126390293;12.0265295514565;;13.5620509470934;12.8591282375237;14.1612774656398;13.7430041814088;12.8716041397154;14.8106781221233;13.8874307378244;14.3216957605985;10.0357528630716;9.52406039905052;9.18157126552115;9.2540429172646;9.64674680776116;9.52916060514618;9.72143461903994;10.0239749361975;9.75173339297696;10.238756792643;10.0976235456766;11.1846855405662;12.6728618427643;12.5171359065588;13.7590673703757;13.0881310398866;11.7380886466259;11.1355495506818;11.3680137865784;10.718043245882;11.7105464011119;11.2721542685971;12.6549672365745;21.7683727034121;17.3440225969926;13.1735363536929;13.1128325682817;12.9111717447325
Bosnia and Herzegovina;BIH;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.6018002585722;23.4054327322173;23.4374019748903;22.7986171379887;21.9062313308463;21.6563079324931;20.9748145091411;21.0804736907477;22.0814076557873;23.4615267610885;23.1270966380596;23.0899893417252;23.3654292280655;22.8257774801621;22.8610441376188;21.9698075332043;20.9094500085164;20.1653336206043;19.6573572916203;19.3589700275359;20.7503460226245;19.4015205743907;18.661917599169;19.1261838923948;
Belarus;BLR;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.7875288683603;22.2222222222222;15.2173913043478;18.4771573604061;20.5136851570842;20.5497392980404;20.5516083799436;20.3219474961154;19.8646749107398;19.5036522690862;19.4785302940726;21.5527682668344;21.0292941775096;21.3793046864744;20.6031789213431;20.785312392899;19.2073624585262;18.5231764837859;16.5249771170222;16.1000708699266;16.0213954939935;13.4483555468763;13.5666972902762;13.4298113058447;13.7542695534472;14.9217643769907;15.6531401067942;15.652843263526;15.7394924938501;16.8429795126774;16.9649774780792;16.8160720040254;17.2288777285138;17.8518963705848;19.0029231086173
Belize;BLZ;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;;;;;;;;;;;;;;;;;;;;;11.8876627816628;12.4088728667306;13.7655797626232;13.8009837879077;13.1761856380231;14.080806648103;13.7327253611557;12.1892072217731;11.349375963934;10.2991109753614;8.13305309330165;8.29006866521521;13.0700179533214;12.6851298399416;13.3367862229703;13.4912398510469;13.8097196920726;15.1705976643004;15.3846153846154;15.0462384403899;14.3120554921415;15.0068212824011;15.4260233800667;15.4710061884025;14.9552057679266;14.5428658598597;13.6693586399774;14.3518247320016;14.7507044683421;16.1385845424933;16.3544709858509;16.3378123204072;16.0783492196501;16.4801377444349;16.2516076230562;17.1906705273478;18.1233818409071;18.8192207562988;19.4047748828082;18.7581124649332;17.3287319186431;16.6904215983971;15.8077774264938;15.7460162707664;
Bermuda;BMU;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8163449807869;14.0446443521471;14.1060125540357;13.6558354506418;12.8349164357651;12.5031463477346;12.1305912496553;11.6269288561301;11.7283240729939;12.2567291689258;12.7247812080209;12.318359975402;11.9364049059856;11.368766611316;11.0220262354959
Bolivia;BOL;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;8.6403215003349;9.23645320197044;9.23596771165759;9.64086471408647;9.50023209036051;11.5181058495822;11.622641509434;10.8809444258826;10.5769230769231;10.4491126403477;9.70038073166694;10.3334357713583;10.1614832535885;9.85280151946819;9.39418455241993;10.4804854732117;10.8456655752099;11.7279075889193;12.6871625754634;15.067065735506;13.8415768611977;13.2906923620052;11.8016321406152;9.02830301341507;13.3095990016819;10.5612995773016;9.44747489662607;11.1257075293509;11.3865159774653;11.9406592117596;11.7554815839474;12.0747308599222;12.8705016251926;13.3704366684004;13.5679063950211;13.5726201506434;13.3272666220148;13.9035290001569;14.2188708067528;14.7978925435747;14.5392995149189;15.7241302193543;15.9678902393715;16.5211414224599;16.2585361956677;15.9745575009633;14.3542326624169;14.0586525031966;13.2773746897522;14.7087648409415;13.831218450538;13.7771015326236;13.4396269650146;13.8415143362661;14.7070466402409;17.4952582258727;17.4582521973373;17.0216400266816;17.525644686723;18.143092001616;19.7386344530618;19.3369845837374;19.0899160451984;19.2863642827457;
Brazil;BRA;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;12.5596955904002;12.9162169083743;12.0964094901385;12.7368474442453;11.851968516625;10.5456847151613;10.6690658167339;11.3543843508467;11.1149937580771;10.8982828674882;11.3246354178855;11.0981152345092;10.7720913280882;9.90642975311758;9.32983875373664;10.1851800259585;10.4870945451757;9.42630744535613;9.68052852137433;9.90043859063946;9.1063174474986;9.51874160060973;10.3881016194293;10.3559481952446;9.19464987548048;10.4338900725915;11.1592046131695;12.6374579272704;13.4929526900474;15.4991373147458;19.2909224528275;17.8998440765684;17.0630155947621;17.6640230381336;17.8657165129222;20.9279248587451;19.7508265161778;19.5352947982055;20.0705315848897;19.782690769704;18.7678457444131;19.3432950140464;19.8096623456372;19.0774784933715;18.4675839197143;18.8900014184589;19.0389169455913;18.9429876162865;18.8393928731749;19.6506384023989;19.0168578366064;18.669256936864;18.5301032652535;18.8924789951339;19.1535387102127;19.7768199564016;20.3792974264123;20.1619046963757;19.8950877833541;19.9835812871624;20.135153015057;18.5475883605677;18.4022127200534;19.042610794419;18.8197930143301
Barbados;BRB;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brunei Darussalam;BRN;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;;;;;;;;;;;;;;;7.99646353866427;8.09154239735381;4.31911467672352;3.53005776451856;2.01620126152445;1.78791140860329;3.78970330844775;2.04143012356713;2.63665519388071;4.58469262340002;;;;;;14.5585861486149;12.8339993692161;13.3004404582702;15.4248400903582;17.1001552346505;17.0763236465062;16.4467781562387;16.8337452763442;16.7831284707795;21.7978500540008;20.8629402173889;25.8203529359104;29.576224121111;27.4545067639179;24.1159962158719;22.0567213777714;18.2175958572615;17.9423829399085;22.5869498215983;16.9640500882491;22.9752259964155;22.1519357625583;18.7287967293992;18.4380612673182;20.164379949014;21.4176335429709;25.0616658314424;26.2231785348887;26.4772470124902;24.141728637127;25.0403962501371;25.4309862323916;22.467059107604;20.1242382146034;22.8682450080067;23.0343205716428
Bhutan;BTN;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;;;;;;;;;;;;;;;;;;;;;24.1237968433622;20.2677444768847;20.8725998330988;21.5928104064361;24.84659438819;25.0339344226382;19.5681405393964;14.6272918582121;13.1528574221365;20.4585598407111;16.9548905341621;14.1833026168733;15.0199330508006;17.1028068659331;15.5458050931208;18.8221086207646;21.6999411499903;22.7815825177549;20.2659871638301;19.038518076931;23.9398059875044;23.6654415671307;22.6885287184971;22.3087179970698;22.8368083833569;23.8619695909005;23.15827774344;20.8380826074402;20.7104627326424;23.2325552713538;21.2189303810615;21.1374784281586;20.2848791621702;18.3622984774485;18.1267964157003;19.1338713636951;18.1053243492064;18.1851042374345;18.4949254691549;19.1177473889876;22.3153543493509;22.6722251193985;21.0173313155104;20.2925802198689;
Botswana;BWA;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;18.135720574745;19.4435112458697;20.9110968640238;22.2442433184324;23.510119029672;25.609756097561;26.2872628726287;25.8029227458115;23.6842105263158;20.7020702070207;18.7817258883249;16.3546255506608;13.3359559402046;14.5175568014163;17.2156768453955;18.9796306872263;21.3910355486862;23.1558185404339;21.1269045914715;19.4103561807842;21.3389121338912;24.8080133555927;26.0513851011913;25.8467161799588;25.01163837249;22.982625710177;23.96728954106;26.8964994696166;23.8895322387195;22.6641774830813;24.1366353059618;24.2285857667095;26.3577544324924;27.9966727197243;28.6236510240848;30.0544448002928;26.1937709821346;28.1823241196434;30.0691562932227;27.4109473451781;24.9027290058887;23.4866322167786;22.3791259879126;22.0087160576493;20.5323439366629;19.4007450572658;27.7200348583399;27.9076686070736;30.4958502561281;35.9377585821692;30.7752600268408;28.3311194802288;31.8383799827492;31.0633222428851;29.2537913997764;31.6393989708793;28.4757218286483;28.8780859521463;29.0985189512999;31.6419395023481;36.1431463714153;31.530526366571;27.8884041780311;29.2900715297286;32.1127804304277
Central African Republic;CAF;General government final consumption expenditure (% of GDP);NE.CON.GOVT.ZS;19.2727184145465;19.2053010065348;20.3278663198068;19.5583591278648;22.4137898186687;22.2222195121951;21.39175;22.0843622828784;20.0105965584134;20.0479581961591;20.0881471956782;18.9288884777415;18.9503350949702;19.5222723644682;19.9309088309617;17.1284111267617;13.5432088928683;12.3562940971371;14.0803486708568;15.6304696493159;15.1425190089695;14.9894076270064;15.9007668165096;16.8924061576793;14.2447067139079;15.1284921952412;15.5874096545194;17.4631935324789;16.1320033550278;15.800972476971;15.3797912072504;16.6300792398737;17.1265884090623;15.2500807781211;16.4836978602384;14.9132906447296;12.9066062055561;11.854070023441;11.4603028301176;16.9832365235768;16.284531790337;14.0101371633625;13.8293755305992;10.357838835437;10.4326000330075;8.70797373464736;6.85806710112307;6.36686672722155;7.05239241446022;7.18439002916867;7.63618270005339;7.14770875692839;10.9198859827975;17.3592051258419;15.5309338184523;14.776798538189;14.408108617903;14.0670343149476;7.70001000295874;8.0446400022651;9.67704000219521;9.14075000341498;8.33527999723824;8.33527999694578;9.67162228386564
